kepoi_name,koi_disposition,koi_period,koi_duration,koi_depth,koi_impact,koi_model_snr,koi_prad,koi_teq,koi_insol,koi_sma,koi_incl,koi_ror,koi_steff,koi_slogg,koi_srad,koi_smass,koi_smet,koi_kepmag,koi_srho
K02527.01,CONFIRMED,1.385787741,1.6449,85.4,0.35,19.1,0.55,1008.0,245.15,0.0206,86.72,0.008438,4239.0,4.667,0.6,0.611,-0.22,14.131,2.25807
K02528.01,CONFIRMED,12.02295362,1.2667,778.6,0.965,20.1,3.28,776.0,85.78,0.1016,87.95,0.034126,5982.0,4.535,0.879,0.967,-0.28,15.646,2.57908
K02529.01,CONFIRMED,16.79716262,3.83,1023.8,0.899,21.2,2.75,503.0,15.19,0.1158,87.02,0.036114,4652.0,4.617,0.697,0.734,0.02,15.856,0.34564
K02529.02,CONFIRMED,64.0019669,4.724,1112.5,0.701,14.2,2.48,322.0,2.55,0.2826,89.49,0.032595,4652.0,4.617,0.697,0.734,0.02,15.856,2.22778
K02530.01,CONFIRMED,37.3331165,7.643,187.8,0.851,22.5,2.5,657.0,44.17,0.226,87.64,0.014415,5623.0,4.079,1.588,1.104,0.36,13.611,0.11952
K02532.01,CONFIRMED,7.9709719,1.2893,488.4,0.911,17.3,2.27,760.0,79.1,0.0762,87.65,0.025116,5237.0,4.572,0.826,0.927,0.24,15.43,3.25918
K02533.01,CONFIRMED,6.03355539,10.049,89.5,0.35,26.1,3.34,1598.0,1540.84,0.0663,85.42,0.008535,4924.0,3.356,3.588,1.066,-0.08,13.274,0.04387
K02534.01,CONFIRMED,3.02558494,3.0008,128.3,0.839,23.8,1.62,1484.0,1148.47,0.0418,79.13,0.011717,6123.0,4.263,1.263,1.066,-0.06,13.925,0.18203
K02535.01,CONFIRMED,48.8882668,6.468,462.8,0.988,13.5,2.96,386.0,5.23,0.2395,86.81,0.034391,4821.0,4.529,0.788,0.765,0.16,14.985,0.04438
K02536.01,CONFIRMED,51.1319346,6.019,382.3,0.829,19.6,2.43,542.0,20.36,0.2705,88.77,0.020107,6071.0,4.353,1.107,1.005,-0.14,14.423,0.41494
K02538.01,CONFIRMED,39.8312536,2.442,388.8,0.24,15.8,1.46,420.0,7.33,0.2119,89.89,0.017664,5026.0,4.58,0.759,0.8,0.0,14.125,22.32456
K02541.01,CONFIRMED,7.41683033,7.274,72.6,0.873,20.6,3.36,1425.0,973.85,0.0777,77.56,0.009246,4938.0,3.45,3.324,1.136,0.0,13.007,0.02287
K02541.02,CONFIRMED,20.4853893,10.229,89.5,0.834,17.9,3.6,1015.0,251.16,0.153,84.53,0.009922,4938.0,3.45,3.324,1.136,0.0,13.007,0.03028
K02542.01,CONFIRMED,0.727331746,0.8323,357.4,0.153,20.4,0.67,849.0,122.92,0.0115,88.7,0.017336,3460.0,4.92,0.356,0.385,0.07,15.527,10.9556
K02543.01,CONFIRMED,1.302017467,1.3692,290.5,0.286,21.4,1.37,1344.0,772.73,0.0215,87.69,0.015357,4948.0,4.508,0.816,0.782,0.14,15.351,4.00411
K02544.01,CONFIRMED,28.6253502,4.551,652.7,0.021,18.3,2.38,573.0,25.54,0.1857,89.98,0.023158,5774.0,4.508,0.941,1.038,0.12,15.826,2.74306
K02545.01,CONFIRMED,6.98141327,6.527,38.0,0.699,20.9,1.42,1384.0,865.81,0.0806,83.27,0.006012,6054.0,3.923,2.163,1.429,0.16,11.752,0.08246
K02547.01,CONFIRMED,8.94337724,2.469,215.1,0.163,18.4,1.48,946.0,188.93,0.0807,89.66,0.013531,6074.0,4.375,1.005,0.873,-0.54,14.169,5.01751
K02552.01,CONFIRMED,3.65690909,2.064,107.4,0.217,12.8,1.32,1368.0,828.52,0.0488,89.07,0.009517,6078.0,4.294,1.271,1.162,0.14,14.46,3.36906
K02553.01,CONFIRMED,88.0712769,6.758,885.4,0.347,18.1,2.4,330.0,2.79,0.3575,89.79,0.026801,4939.0,4.506,0.819,0.785,0.16,15.639,2.17141
K02555.01,CONFIRMED,12.5722897,4.765,86.5,0.252,12.4,1.09,886.0,145.82,0.1072,89.27,0.008561,6084.0,4.319,1.169,1.037,-0.06,12.885,0.91426
K02556.01,CONFIRMED,40.8366307,4.956,264.8,0.363,18.7,1.5,496.0,14.3,0.2237,89.65,0.014897,5529.0,4.457,0.925,0.893,0.0,14.05,2.40742
K02559.01,CONFIRMED,9.30991834,3.455,114.5,0.551,19.2,1.21,913.0,164.38,0.0866,88.19,0.010094,5806.0,4.353,1.101,0.996,0.06,13.799,1.15808
K02561.01,CONFIRMED,3.23941775,2.569,77.4,0.386,17.2,0.77,1213.0,511.14,0.0419,87.54,0.008203,6075.0,4.541,0.858,0.934,-0.46,13.658,1.31343
K02563.01,CONFIRMED,23.4772553,6.735,141.4,0.013,17.6,1.34,738.0,70.05,0.1633,89.97,0.010955,6384.0,4.361,1.121,1.046,-0.24,13.973,0.66996
K02564.01,CONFIRMED,66.5576728,10.532,214.2,0.254,21.3,4.96,757.0,77.68,0.38,89.69,0.013335,5734.0,3.591,3.405,1.648,0.26,14.074,0.45399
K02579.01,CONFIRMED,2.7296036,2.721,145.6,0.509,18.4,1.53,1455.0,1056.15,0.0394,85.66,0.011314,5887.0,4.292,1.235,1.09,0.16,15.147,0.77497
K02579.02,CONFIRMED,3.59645081,2.661,149.6,0.781,16.2,1.66,1327.0,732.82,0.0473,83.31,0.012319,5887.0,4.292,1.235,1.09,0.16,15.147,0.44132
K02580.01,CONFIRMED,3.11604194,1.7763,345.2,0.195,18.8,1.59,1123.0,375.55,0.0415,89.17,0.016885,5591.0,4.559,0.86,0.977,0.07,15.79,4.67593
K02581.01,CONFIRMED,12.7372371,3.358,100.8,0.364,12.9,0.87,697.0,55.82,0.1021,89.24,0.009176,5420.0,4.502,0.868,0.874,0.0,13.463,2.3695
K02582.01,CONFIRMED,40.0306267,4.815,214.5,0.322,19.5,2.01,617.0,34.19,0.2408,89.7,0.013429,5855.0,4.227,1.373,1.161,0.26,13.628,2.68444
K02583.01,CONFIRMED,3.03267135,1.774,42.4,0.238,15.6,0.6,1187.0,468.31,0.0405,88.93,0.005931,5640.0,4.492,0.921,0.962,0.06,12.623,4.29145
K02585.01,CONFIRMED,5.34182466,3.577,70.5,0.07,19.2,0.95,1125.0,379.09,0.058,89.65,0.007643,5767.0,4.287,1.135,0.91,-0.14,13.455,1.0041
K02585.02,CONFIRMED,10.42317343,2.341,71.2,0.811,11.2,1.07,901.0,155.7,0.0905,87.72,0.008625,5767.0,4.287,1.135,0.91,-0.14,13.455,1.48008
K02586.01,CONFIRMED,2.131945045,1.8061,269.4,0.209,22.9,1.66,1418.0,955.16,0.0335,88.66,0.014975,5845.0,4.469,1.013,1.102,0.26,15.545,3.01046
K02587.01,CONFIRMED,12.9462567,9.568,168.7,0.109,15.7,1.13,764.0,80.34,0.1062,89.4,0.011943,6058.0,4.54,0.867,0.95,-0.4,15.079,0.12756
K02588.01,CONFIRMED,5.77957133,2.5213,396.6,0.946,18.9,1.5,598.0,30.22,0.0532,82.13,0.023676,4102.0,4.687,0.581,0.599,-0.14,15.484,0.18683
K02589.01,CONFIRMED,0.664074145,1.0925,212.6,0.525,20.9,1.19,1703.0,1998.48,0.0143,82.63,0.013695,5178.0,4.585,0.797,0.896,0.16,15.645,2.93951
K02593.01,CONFIRMED,14.7966306,5.613,56.1,0.182,22.4,0.98,874.0,138.25,0.1268,89.48,0.006866,6175.0,4.299,1.307,1.244,0.28,11.714,0.68638
K02594.01,CONFIRMED,11.25401871,4.759,433.4,0.603,17.0,2.42,888.0,147.13,0.0991,87.68,0.019863,5995.0,4.351,1.118,1.022,-0.04,15.166,0.49229
K02595.01,CONFIRMED,9.18244299,4.318,87.6,0.257,20.3,1.24,1052.0,289.74,0.0886,89.07,0.008634,6194.0,4.242,1.314,1.098,-0.04,13.223,0.89505
K02595.02,CONFIRMED,14.6134781,5.266,72.8,0.086,15.2,1.12,901.0,155.87,0.1208,89.77,0.007832,6194.0,4.242,1.314,1.098,-0.04,13.223,0.85547
K02597.01,CONFIRMED,8.00504749,3.32,187.5,0.054,15.6,1.52,1035.0,271.68,0.0818,89.83,0.012616,6398.0,4.411,1.101,1.141,-0.14,14.79,1.91099
K02597.02,CONFIRMED,12.13070414,3.843,211.2,0.083,15.3,1.61,901.0,155.85,0.108,89.8,0.013392,6398.0,4.411,1.101,1.141,-0.14,14.79,1.85868
K02597.03,CONFIRMED,5.61357653,2.905,162.3,0.119,15.2,1.41,1165.0,435.61,0.0646,89.54,0.011749,6398.0,4.411,1.101,1.141,-0.14,14.79,1.9638
K02602.01,CONFIRMED,11.47685263,2.756,240.6,0.07,16.5,1.58,796.0,94.94,0.0976,89.87,0.01398,5550.0,4.384,1.032,0.941,0.16,15.051,4.79022
K02608.01,CONFIRMED,2.7612237,3.681,66.8,0.238,14.2,1.84,2017.0,3906.36,0.0435,87.58,0.007563,6381.0,3.897,2.232,1.436,-0.08,13.321,0.44627
K02612.01,CONFIRMED,4.61225043,2.695,29.1,0.012,13.7,0.51,1032.0,268.27,0.053,89.95,0.004852,5495.0,4.442,0.961,0.932,0.16,11.83,2.02284
K02614.01,CONFIRMED,7.99022379,3.273,165.9,0.107,17.6,1.97,1113.0,361.73,0.0785,89.67,0.011686,5689.0,4.065,1.542,1.007,0.02,14.59,1.9607
K02615.01,CONFIRMED,4.69505576,3.058,240.0,0.204,15.9,1.49,1098.0,343.6,0.0557,89.0,0.014207,5999.0,4.494,0.959,1.045,-0.06,15.711,1.36344
K02617.01,CONFIRMED,8.63050092,3.144,325.8,0.595,14.9,1.43,739.0,70.63,0.0779,88.03,0.017113,5352.0,4.599,0.764,0.857,-0.18,15.868,1.32069
K02619.01,CONFIRMED,3.27645723,2.219,323.0,0.001,17.9,1.71,1195.0,482.56,0.0443,90.0,0.016307,5812.0,4.504,0.963,1.079,0.21,15.934,2.66517
K02620.01,CONFIRMED,16.0573291,3.546,575.0,0.883,17.5,2.27,645.0,41.04,0.1199,87.2,0.025772,5644.0,4.575,0.806,0.9,-0.24,15.869,0.43429
K02623.01,CONFIRMED,5.57654782,3.673,53.6,0.45,13.2,0.92,1183.0,462.81,0.0659,87.54,0.006836,6187.0,4.341,1.238,1.23,0.26,13.383,0.69821
K02624.01,CONFIRMED,115.6863392,4.65,945.9,0.226,20.7,3.52,401.0,6.09,0.4684,89.93,0.028036,5800.0,4.327,1.149,1.021,0.14,15.174,9.78828
K02625.01,CONFIRMED,3.81371423,1.973,281.0,0.306,11.4,1.37,1029.0,264.63,0.0464,88.78,0.015334,5547.0,4.571,0.82,0.918,-0.1,15.89,3.81156
K02626.01,CONFIRMED,38.0970717,4.307,913.3,0.953,17.0,1.58,242.0,0.81,0.1667,88.02,0.03645,3554.0,4.867,0.398,0.426,-0.04,15.931,0.27308
K02627.01,CONFIRMED,8.38395796,5.2,108.5,0.892,14.1,3.24,1285.0,645.64,0.0896,81.36,0.01139,5405.0,3.741,2.605,1.365,0.08,14.667,0.05636
K02628.01,CONFIRMED,1.68189051,2.992,83.2,0.415,17.4,1.27,1790.0,2432.14,0.0283,84.06,0.008447,5827.0,4.191,1.374,1.068,0.16,14.812,0.42957
K02631.01,CONFIRMED,44.9977604,9.686,170.2,0.928,21.4,1.59,508.0,15.74,0.2555,86.35,0.014766,5871.0,4.493,0.983,1.097,0.21,13.468,0.02888
K02632.01,CONFIRMED,7.12815163,5.522,45.9,0.201,22.0,1.36,1373.0,839.5,0.082,88.82,0.006237,6311.0,3.998,1.994,1.443,0.18,11.392,0.34415
K02634.01,CONFIRMED,19.9401211,4.283,758.9,0.862,18.0,2.42,588.0,28.29,0.1357,87.53,0.029059,5623.0,4.596,0.763,0.853,-0.4,15.922,0.3806
K02635.01,CONFIRMED,22.2420032,7.532,63.5,0.897,16.2,2.04,954.0,195.54,0.1655,85.08,0.008612,5979.0,3.854,2.164,1.219,-0.12,12.816,0.04377
K02636.01,CONFIRMED,3.88148385,2.679,36.3,0.252,11.9,0.59,1156.0,423.0,0.0488,88.66,0.005515,5854.0,4.469,0.979,1.03,0.06,12.32,1.57925
K02638.01,CONFIRMED,2.524017517,1.1968,303.0,0.077,19.8,1.5,1203.0,495.14,0.0344,89.73,0.01576,5420.0,4.487,0.871,0.849,-0.06,15.55,12.9272
K02643.01,CONFIRMED,9.08233411,2.008,296.9,0.262,15.8,1.35,734.0,68.75,0.0815,89.56,0.015633,5354.0,4.587,0.788,0.884,-0.08,15.4,8.94101
K02647.01,CONFIRMED,8.83929462,1.719,316.2,0.924,14.8,1.94,778.0,86.5,0.0795,86.88,0.020396,5330.0,4.491,0.87,0.855,0.04,15.102,1.18866
K02649.01,CONFIRMED,7.56126152,2.851,180.6,0.253,15.7,1.2,891.0,149.17,0.0751,89.27,0.012323,5853.0,4.529,0.895,0.99,-0.1,14.64,2.59645
K02650.01,CONFIRMED,34.9897847,4.208,498.5,0.034,11.5,1.14,292.0,1.71,0.1691,89.97,0.020074,3765.0,4.725,0.521,0.526,0.02,15.987,4.19621
K02650.02,CONFIRMED,7.05429483,1.716,359.3,0.48,11.2,1.0,497.0,14.46,0.0581,89.02,0.017602,3765.0,4.725,0.521,0.526,0.02,15.987,8.50958
K02652.01,CONFIRMED,16.1289679,6.271,389.0,0.968,21.3,2.94,715.0,61.87,0.1202,81.65,0.024747,5392.0,4.314,1.087,0.888,0.18,15.022,0.02158
K02654.01,CONFIRMED,13.5631157,5.438,336.4,0.704,15.4,1.75,733.0,68.41,0.1109,87.13,0.017929,5853.0,4.529,0.895,0.99,-0.1,15.785,0.28446
K02655.01,CONFIRMED,16.2959916,2.116,369.6,0.213,15.7,1.83,678.0,49.81,0.123,89.79,0.0174,5495.0,4.442,0.961,0.932,0.16,15.243,14.28447
K02658.01,CONFIRMED,11.6601667,5.882,181.0,0.983,20.4,2.08,834.0,114.36,0.1016,76.07,0.017606,5791.0,4.381,1.083,1.03,0.16,14.406,0.00949
K02660.01,CONFIRMED,18.0161227,4.016,499.5,0.023,16.7,2.39,768.0,82.38,0.1369,89.96,0.020538,6245.0,4.406,1.065,1.049,-0.16,15.394,2.49234
K02662.01,CONFIRMED,2.10433534,1.1168,242.1,0.872,20.7,0.79,662.0,45.34,0.025,83.39,0.016787,3605.0,4.837,0.433,0.47,0.07,14.488,1.86071
K02663.01,CONFIRMED,9.88736642,4.23,68.0,0.383,14.6,0.68,768.0,82.32,0.0872,88.68,0.007617,5693.0,4.57,0.816,0.911,-0.24,13.461,0.89377
K02664.01,CONFIRMED,28.8431751,3.171,756.7,0.913,15.0,2.66,491.0,13.77,0.1679,88.43,0.031071,5151.0,4.528,0.785,0.758,-0.16,15.652,0.83649
K02668.01,CONFIRMED,0.679336747,1.2188,240.7,0.209,36.7,1.4,1883.0,2982.78,0.0148,87.19,0.014073,5440.0,4.491,0.913,0.942,0.21,14.159,3.18974
K02672.01,CONFIRMED,88.5122014,6.8214,2518.7,0.242,63.1,4.7,390.0,5.47,0.378,89.86,0.045589,5593.0,4.45,0.945,0.918,0.02,11.921,2.47617
K02672.02,CONFIRMED,42.9923284,4.726,1120.1,0.643,34.1,3.32,496.0,14.33,0.2336,89.34,0.032127,5593.0,4.45,0.945,0.918,0.02,11.921,1.80643
K02674.01,CONFIRMED,197.5111484,11.106,2575.6,0.814,175.2,9.52,391.0,5.54,0.6711,89.49,0.05206,5616.0,4.004,1.674,1.032,0.04,13.349,0.36069
K02674.02,CONFIRMED,11.1726723,6.106,76.8,0.504,17.0,1.5,1019.0,255.06,0.0989,87.64,0.008182,5616.0,4.004,1.674,1.032,0.04,13.349,0.27686
K02674.03,CONFIRMED,2.53573284,3.989,68.0,0.054,25.5,1.36,1671.0,1842.18,0.0368,89.37,0.007455,5616.0,4.004,1.674,1.032,0.04,13.349,0.35053
K02675.01,CONFIRMED,5.448321078,2.2213,529.4,0.614,55.1,2.17,978.0,215.95,0.0603,87.71,0.021984,5721.0,4.517,0.905,0.983,0.02,12.43,2.29696
K02675.02,CONFIRMED,1.116127169,1.3235,109.2,0.648,19.2,1.0,1659.0,1797.63,0.0209,82.64,0.010104,5721.0,4.517,0.905,0.983,0.02,12.43,1.96176
K02678.01,CONFIRMED,3.833087643,1.51,461.4,0.932,40.2,2.25,1012.0,247.8,0.046,83.58,0.024847,5397.0,4.543,0.831,0.878,-0.02,11.799,0.74371
K02681.01,CONFIRMED,135.4978256,6.769,5038.1,0.804,73.2,6.01,295.0,1.8,0.4756,89.58,0.072673,5307.0,4.572,0.757,0.782,-0.28,15.996,1.317
K02681.02,CONFIRMED,22.2508509,1.745,618.7,0.771,11.4,2.07,539.0,20.01,0.1426,89.33,0.025073,5307.0,4.572,0.757,0.782,-0.28,15.996,10.85824
K02686.01,CONFIRMED,211.032819,7.119,1953.4,0.808,69.3,3.43,215.0,0.5,0.6266,89.69,0.04577,4658.0,4.632,0.686,0.743,0.0,13.855,1.44584
K02687.01,CONFIRMED,1.716828304,2.068,59.5,0.7,14.2,0.74,1455.0,1056.84,0.028,81.38,0.007546,5808.0,4.522,0.902,0.987,-0.06,10.158,0.65299
K02687.02,CONFIRMED,8.16733851,3.337,104.9,0.801,14.8,1.03,865.0,132.43,0.0791,86.03,0.010408,5808.0,4.522,0.902,0.987,-0.06,10.158,0.43756
K02688.01,CONFIRMED,5.424749327,1.139,7680.0,0.016,78.0,5.15,625.0,36.05,0.0504,89.98,0.079794,4137.0,4.658,0.591,0.58,-0.22,16.406,38.98397
K02690.01,CONFIRMED,3.606940379,1.0418,432.3,0.857,20.8,2.04,1046.0,283.23,0.0453,86.68,0.022221,5508.0,4.569,0.84,0.955,0.07,13.461,4.68913
K02693.01,CONFIRMED,4.081411554,2.3239,171.9,0.876,36.9,1.0,755.0,77.0,0.0438,82.74,0.014433,4498.0,4.661,0.635,0.698,-0.08,13.256,0.37842
K02693.02,CONFIRMED,11.41941928,3.3075,150.5,0.918,22.9,0.99,536.0,19.47,0.0871,85.38,0.014247,4498.0,4.661,0.635,0.698,-0.08,13.256,0.21529
K02693.03,CONFIRMED,6.83440674,2.2726,177.1,0.871,29.1,1.01,636.0,38.68,0.0618,85.83,0.014584,4498.0,4.661,0.635,0.698,-0.08,13.256,0.69723
K02694.01,CONFIRMED,0.843379985,1.4474,343.3,0.696,53.6,1.7,1541.0,1329.99,0.0163,78.23,0.01815,4818.0,4.481,0.856,0.809,0.56,14.975,1.05377
K02694.02,CONFIRMED,6.56606941,1.8455,402.4,0.687,25.8,1.83,777.0,86.27,0.064,88.08,0.019524,4818.0,4.481,0.856,0.809,0.56,14.975,3.77376
K02698.01,CONFIRMED,87.9724227,14.638,866.7,0.015,64.6,3.39,446.0,9.37,0.3859,89.98,0.026755,5837.0,4.305,1.159,0.988,0.0,14.0,0.25606
K02699.01,CONFIRMED,0.568874717,1.2177,378.4,0.05,50.4,1.49,1796.0,2473.19,0.0128,89.23,0.017496,5223.0,4.593,0.78,0.889,0.07,15.23,2.902
K02703.01,CONFIRMED,213.258526,7.768,1992.3,0.037,36.1,2.72,202.0,0.39,0.6085,89.99,0.039058,4477.0,4.649,0.637,0.659,-0.2,15.165,4.29671
K02704.01,CONFIRMED,4.871223664,1.5916,6462.0,0.706,50.5,1.56,341.0,3.18,0.0301,87.88,0.079431,3157.0,5.112,0.18,0.153,0.26,17.475,5.56558
K02704.02,CONFIRMED,2.984157711,1.2637,2598.0,0.45,24.3,0.92,401.0,6.12,0.0217,88.49,0.046896,3157.0,5.112,0.18,0.153,0.26,17.475,10.55546
K02704.03,CONFIRMED,8.15275885,1.746,16536.0,0.461,9.2,2.44,305.0,2.03,0.0439,89.38,0.118356,3327.0,5.113,0.189,0.169,-0.38,17.475,13.6772
K02705.01,CONFIRMED,2.8867624,0.9879,631.8,0.92,37.1,1.24,557.0,22.75,0.0296,84.91,0.029146,3483.0,4.875,0.389,0.415,0.1,14.717,2.52148
K02707.01,CONFIRMED,58.0337426,5.584,807.1,0.021,34.9,3.21,486.0,13.17,0.2838,89.98,0.025518,5467.0,4.271,1.152,0.902,0.14,14.467,3.03003
K02707.02,CONFIRMED,14.4252635,3.754,221.2,0.013,15.2,1.68,773.0,84.28,0.1122,89.98,0.013363,5467.0,4.271,1.152,0.902,0.14,14.467,2.39353
K02707.03,CONFIRMED,26.6757818,2.696,474.8,0.713,20.0,2.69,630.0,37.15,0.169,89.26,0.021384,5467.0,4.271,1.152,0.902,0.14,14.467,4.49752
K02708.01,CONFIRMED,0.868386354,1.066,488.5,0.135,27.3,1.52,1389.0,880.33,0.0163,88.78,0.019749,4792.0,4.627,0.704,0.793,0.07,15.898,6.3299
K02711.01,CONFIRMED,9.02436414,3.011,214.6,0.014,23.5,1.62,939.0,183.39,0.085,89.97,0.01334,5885.0,4.348,1.111,1.004,0.0,13.642,2.90361
K02711.02,CONFIRMED,17.3408735,3.398,159.0,0.489,13.5,1.43,755.0,76.86,0.1313,89.19,0.011797,5885.0,4.348,1.111,1.004,0.0,13.642,2.59392
K02714.01,CONFIRMED,14.3832267,8.378,178.5,0.7,39.0,1.84,889.0,147.78,0.1188,85.84,0.013044,6115.0,4.249,1.291,1.077,-0.04,13.312,0.0819
K02714.02,CONFIRMED,47.3186631,10.465,263.4,0.189,36.2,2.1,598.0,30.22,0.2627,89.69,0.014906,6115.0,4.249,1.291,1.077,-0.04,13.312,0.34537
K02714.03,CONFIRMED,184.262741,11.94,292.2,0.885,21.1,2.57,380.0,4.93,0.6503,89.15,0.018261,6115.0,4.249,1.291,1.077,-0.04,13.312,0.11657
K02715.01,CONFIRMED,11.12827427,2.6118,6057.0,0.594,65.6,4.04,408.0,6.52,0.0781,88.83,0.073529,3640.0,4.744,0.503,0.513,0.21,16.835,3.77092
K02715.02,CONFIRMED,2.226496196,1.7073,1839.1,0.048,36.0,2.1,697.0,55.76,0.0267,89.73,0.038292,3640.0,4.744,0.503,0.513,0.21,16.835,4.23146
K02715.03,CONFIRMED,5.72084599,2.744,1316.0,0.166,20.5,1.78,509.0,15.84,0.0501,89.41,0.032418,3640.0,4.744,0.503,0.513,0.21,16.835,2.47495
K02716.01,CONFIRMED,0.962864171,1.6802,303.5,0.736,31.6,1.52,1666.0,1828.67,0.0183,76.66,0.017264,5704.0,4.575,0.804,0.897,-0.3,15.81,0.66163
K02716.02,CONFIRMED,6.46004728,1.979,394.2,0.828,17.0,1.8,883.0,144.06,0.0652,86.82,0.020507,5704.0,4.575,0.804,0.897,-0.3,15.81,1.50481
K02717.01,CONFIRMED,0.929906166,1.743,108.7,0.102,79.7,1.48,2291.0,6514.57,0.0191,88.59,0.009563,6039.0,4.169,1.413,1.075,-0.04,12.41,1.54821
K02719.01,CONFIRMED,4.11585514,1.4858,425.8,0.807,20.8,1.93,895.0,151.55,0.0466,86.52,0.02144,4827.0,4.508,0.823,0.796,0.32,15.141,2.61821
K02721.01,CONFIRMED,33.878639,6.194,700.1,0.923,27.9,3.52,564.0,24.0,0.2004,87.23,0.030037,5533.0,4.348,1.072,0.933,0.16,15.16,0.11483
K02722.01,CONFIRMED,6.12479773,3.466,129.3,0.79,20.1,1.51,1140.0,399.43,0.0659,84.71,0.011473,6052.0,4.285,1.202,1.015,-0.12,13.268,0.31706
K02722.02,CONFIRMED,11.24284815,4.241,136.0,0.52,17.4,1.44,931.0,177.7,0.0988,88.3,0.010988,6052.0,4.285,1.202,1.015,-0.12,13.268,0.81171
K02722.03,CONFIRMED,4.02877097,3.173,100.4,0.193,18.6,1.21,1311.0,699.45,0.0498,88.85,0.009204,6052.0,4.285,1.202,1.015,-0.12,13.268,1.03961
K02722.04,CONFIRMED,8.92114318,3.933,110.8,0.12,15.3,1.27,1006.0,241.79,0.0847,89.6,0.009647,6052.0,4.285,1.202,1.015,-0.12,13.268,1.24769
K02723.01,CONFIRMED,1.952711161,0.872,403.0,0.962,30.7,2.58,1403.0,917.15,0.0308,80.96,0.024933,5741.0,4.495,0.946,1.02,0.12,14.575,1.13937
K02728.01,CONFIRMED,42.3520039,7.773,512.6,0.659,30.5,6.3,938.0,182.91,0.2743,88.84,0.021934,6864.0,3.783,2.632,1.535,-0.16,12.852,0.3625
K02729.01,CONFIRMED,14.8877665,4.981,252.5,0.795,28.4,1.96,831.0,112.85,0.1186,86.85,0.016055,6143.0,4.344,1.116,1.001,-0.2,13.914,0.25852
K02730.01,CONFIRMED,4.52158614,3.4702,106.2,0.203,26.2,1.31,1214.0,513.68,0.0529,88.82,0.009333,5576.0,4.201,1.289,0.963,0.16,13.836,0.88677
K02732.01,CONFIRMED,7.03146295,5.922,85.4,0.014,33.8,1.38,1194.0,480.26,0.0779,89.91,0.008449,6170.0,4.192,1.499,1.282,0.24,12.805,0.29459
K02732.02,CONFIRMED,13.61165024,7.617,95.5,0.112,31.6,1.46,958.0,198.73,0.1211,89.53,0.008943,6170.0,4.192,1.499,1.282,0.24,12.805,0.2626
K02732.03,CONFIRMED,54.2811949,5.517,147.8,0.85,20.0,2.07,604.0,31.45,0.3044,88.82,0.012667,6170.0,4.192,1.499,1.282,0.24,12.805,0.4558
K02733.01,CONFIRMED,5.62006198,2.751,190.1,0.969,17.4,1.45,772.0,84.01,0.0577,78.72,0.017766,4868.0,4.6,0.746,0.814,0.14,14.009,0.07279
K02734.01,CONFIRMED,3.8259005,1.8057,857.2,0.951,20.3,3.45,1005.0,241.25,0.0465,81.86,0.03572,5223.0,4.505,0.885,0.913,0.32,15.768,0.39093
K02735.01,CONFIRMED,0.558841234,0.7918,280.9,0.307,26.3,1.33,1787.0,2412.15,0.0128,86.65,0.015407,5151.0,4.592,0.792,0.903,0.21,15.6,8.80443
K02736.01,CONFIRMED,9.33648141,2.5449,885.4,0.901,23.1,2.39,577.0,26.22,0.0747,86.38,0.033763,4442.0,4.619,0.648,0.637,-0.2,15.911,0.62878
K02739.01,CONFIRMED,10.10773789,3.828,294.9,0.151,25.3,1.98,879.0,140.75,0.0889,89.57,0.015476,5480.0,4.26,1.174,0.915,0.16,15.017,1.54105
K02742.01,CONFIRMED,0.789160884,0.9268,215.1,0.376,23.6,0.91,1244.0,564.46,0.0142,86.5,0.013424,4258.0,4.635,0.622,0.61,-0.18,15.031,7.08786
K02743.01,CONFIRMED,11.87457664,1.9797,220.7,0.432,21.4,1.32,728.0,66.33,0.0986,89.41,0.013737,5523.0,4.506,0.88,0.907,0.0,13.756,9.95897
K02744.01,CONFIRMED,109.6469948,6.568,899.7,0.797,26.7,4.85,428.0,7.95,0.4382,89.45,0.030575,5332.0,4.083,1.453,0.932,0.18,15.162,0.91161
K02745.01,CONFIRMED,15.64588656,3.959,572.1,0.033,26.9,2.18,710.0,60.08,0.1229,89.94,0.021809,5896.0,4.518,0.916,1.008,-0.08,15.241,2.26608
K02747.01,CONFIRMED,6.26404774,2.39,378.7,0.232,20.1,1.55,809.0,101.27,0.0615,89.33,0.017429,5032.0,4.511,0.817,0.789,0.08,15.329,3.76794
K02748.01,CONFIRMED,23.1985852,9.821,224.7,0.305,28.2,2.61,793.0,93.34,0.1595,89.0,0.013623,5416.0,3.951,1.756,1.004,0.0,14.056,0.1869
K02748.02,CONFIRMED,5.77721259,2.462,134.3,0.692,17.7,2.17,1260.0,596.37,0.0631,87.0,0.011293,5416.0,3.951,1.756,1.004,0.0,14.056,1.31431
K02751.01,CONFIRMED,24.4004378,2.987,860.5,0.909,20.2,2.47,437.0,8.64,0.1441,88.3,0.033526,4583.0,4.606,0.674,0.669,-0.16,15.858,0.91763
K02753.01,CONFIRMED,0.935115863,1.6172,64.8,0.243,21.6,1.05,2124.0,4811.82,0.0193,86.81,0.00738,5874.0,4.252,1.297,1.096,0.16,13.615,1.79611
K02754.01,CONFIRMED,1.34155642,1.6462,58.2,0.259,23.7,0.74,1642.0,1715.26,0.0234,87.56,0.006995,5779.0,4.44,0.97,0.945,-0.08,12.299,2.3733
