kepoi_name,koi_disposition,koi_period,koi_duration,koi_depth,koi_impact,koi_model_snr,koi_prad,koi_teq,koi_insol,koi_sma,koi_incl,koi_ror,koi_steff,koi_slogg,koi_srad,koi_smass,koi_smet,koi_kepmag,koi_srho
K01836.01,FALSE POSITIVE,10.26231992,3.568,813.9,0.945,17.3,1.98,509.0,15.89,0.0755,84.14,0.033623,4316.0,4.709,0.54,0.543,-0.72,13.259,0.14231
K01844.01,FALSE POSITIVE,61.4913415,9.627,3692.4,0.92,70.5,4.57,323.0,2.58,0.256,88.02,0.069936,4796.0,4.656,0.598,0.59,-0.8,15.943,0.09462
K01855.01,FALSE POSITIVE,58.4302648,7.18,1849.5,0.948,34.1,3.45,300.0,1.91,0.248,88.08,0.051888,4338.0,4.643,0.609,0.594,-0.34,14.782,0.12564
K01859.01,FALSE POSITIVE,45.3968385,4.477,1355.2,1.235,38.9,21.23,437.0,8.62,0.2293,87.13,0.275783,5649.0,4.633,0.705,0.786,-0.7,15.024,0.13851
K01865.01,FALSE POSITIVE,1.86390886,4.414,176.1,1.2,18.3,77.99,2902.0,16718.87,0.035,24.58,0.211237,6689.0,3.594,3.381,1.639,-0.26,13.027,0.0125
K01869.01,FALSE POSITIVE,38.4769457,5.825,259.4,0.981,18.4,4.79,814.0,103.72,0.2348,86.03,0.020296,6079.0,3.834,2.163,1.164,-0.32,13.404,0.03632
K01887.01,FALSE POSITIVE,21.78769087,4.498,507.7,1.192,38.1,71.95,1042.0,278.24,0.1732,82.39,0.216028,5627.0,3.633,3.05,1.456,-0.12,12.967,0.02901
K01896.01,FALSE POSITIVE,1.854493861,4.2367,1287.3,1.279,108.2,29.39,1291.0,657.94,0.029,40.49,0.319255,5431.0,4.563,0.843,0.945,0.12,14.898,0.02619
K01902.01,FALSE POSITIVE,137.8645881,1.922,2363.0,1.265,28.2,15.9,170.0,0.2,0.4036,89.66,0.324187,3645.0,4.797,0.449,0.46,-0.08,14.645,9.8537
K01903.01,FALSE POSITIVE,1.540395781,1.6305,173.4,0.062,46.6,0.94,1211.0,510.22,0.0239,89.51,0.011726,4955.0,4.592,0.735,0.771,-0.06,12.057,3.11658
K01912.01,FALSE POSITIVE,32.9045733,4.402,662.3,1.232,19.7,28.34,568.0,24.63,0.2014,85.25,0.259526,5780.0,4.438,1.0,1.0,0.0,13.96,0.05766
K01918.01,FALSE POSITIVE,42.2625935,4.465,692.2,0.962,40.7,12.62,855.0,126.27,0.2813,87.97,0.032285,5432.0,3.55,3.581,1.658,0.04,13.754,0.211
K01919.01,FALSE POSITIVE,16.60973843,4.515,667.8,1.0412,29.7,6.64,579.0,26.59,0.1197,82.51,0.080841,5238.0,4.603,0.752,0.836,-0.16,14.659,0.0381
K01924.01,FALSE POSITIVE,2.11913005,4.141,28.7,0.67,21.5,1.35,2090.0,4512.1,0.0356,77.24,0.005188,5799.0,3.813,2.377,1.339,0.16,7.837,0.11777
K01926.01,FALSE POSITIVE,123.11494773,17.24,,,,,,,,,,,,,,,9.473,
K01927.01,FALSE POSITIVE,47.76397728,4.08,,,,,,,,,,,,,,,9.668,
K01935.01,FALSE POSITIVE,15.44428875,2.0791,3596.2,1.275,44.9,37.58,731.0,67.39,0.1255,87.04,0.347304,5895.0,4.489,0.991,1.105,0.21,15.838,1.19973
K01936.01,FALSE POSITIVE,1.339670241,1.895,28.6,0.602,21.7,1.27,3448.0,33385.02,0.0289,82.16,0.005163,8867.0,3.988,2.245,1.789,-0.62,10.455,0.90649
K01941.01,FALSE POSITIVE,1.194812329,1.3777,189.5,0.404,41.2,1.36,1806.0,2521.46,0.0222,86.26,0.012883,6198.0,4.475,0.97,1.024,-0.28,14.029,3.14274
K01944.02,FALSE POSITIVE,8.3606759,6.287,194.8,0.259,17.7,1.49,929.0,176.04,0.0802,88.51,0.012745,5771.0,4.374,1.068,0.984,0.06,13.982,0.26798
K01948.01,FALSE POSITIVE,26.635216,5.949,1492.8,1.242,30.6,27.64,536.0,19.45,0.1627,83.88,0.287022,5215.0,4.455,0.882,0.808,0.04,15.551,0.04213
K01949.01,FALSE POSITIVE,0.993488979,1.9694,24327.0,0.83,145.8,17.9,1914.0,3172.24,0.0179,75.37,0.164217,5811.0,4.328,0.998,0.772,-0.58,14.701,0.68053
K01953.01,FALSE POSITIVE,15.160166,5.856,307.9,0.228,26.1,2.09,821.0,107.59,0.1212,89.33,0.01607,5940.0,4.3,1.191,1.03,0.02,13.59,0.61938
K01954.01,FALSE POSITIVE,7.37339245,2.883,125.0,1.104,36.6,13.73,1098.0,344.18,0.0741,70.24,0.115063,6484.0,4.36,1.093,0.998,-0.54,12.197,0.01211
K01956.01,FALSE POSITIVE,2.759573341,6.999,382.0,1.04,64.4,6.42,1198.0,487.37,0.0372,35.89,0.0681,5640.0,4.52,0.863,0.901,-0.14,14.618,0.00525
K01957.02,FALSE POSITIVE,1.75147897,7.89,76.7,0.008,68.2,1.8,2340.0,7086.5,0.0337,89.75,0.008101,6823.0,4.04,2.037,1.66,0.36,12.655,0.03668
K01961.02,FALSE POSITIVE,76.642481,5.476,64.5,0.1653,7.6,1.36,542.0,20.44,0.3477,89.95,0.007287,5537.0,3.949,1.714,0.954,-0.2,12.852,3.86123
K01966.01,FALSE POSITIVE,2.95600563,2.6717,76.1,0.408,35.5,0.81,1211.0,509.55,0.039,87.01,0.008059,5668.0,4.472,0.916,0.908,-0.1,12.58,1.03523
K01983.01,FALSE POSITIVE,6.90522317,3.533,420.3,0.962,34.4,4.54,1343.0,768.55,0.0808,79.6,0.024175,6596.0,4.135,1.721,1.474,0.3,13.502,0.06012
K01987.01,FALSE POSITIVE,7.81153999,5.984,912.8,1.271,41.3,23.56,718.0,62.96,0.071,66.38,0.303875,5150.0,4.628,0.71,0.792,-0.28,15.611,0.0099
K01991.01,FALSE POSITIVE,27.36432337,3.545,2282.5,1.273,42.3,39.49,659.0,44.5,0.1888,86.7,0.326675,6167.0,4.428,1.107,1.2,0.21,15.244,0.27362
K01993.01,FALSE POSITIVE,16.00351679,4.001,668.3,1.209,29.9,18.01,586.0,27.83,0.11,81.4,0.237257,5283.0,4.594,0.695,0.691,-0.62,14.733,0.03907
K01994.01,FALSE POSITIVE,2.115498574,6.738,444.2,1.215,45.4,25.84,1432.0,995.26,0.0332,25.0,0.23666,5917.0,4.475,1.0,1.088,0.14,15.147,0.01019
K01995.01,FALSE POSITIVE,14.38724729,1.9078,1914.1,1.262,43.5,29.24,725.0,65.41,0.108,86.49,0.311666,5830.0,4.479,0.859,0.811,-0.54,15.264,0.79762
K01999.01,FALSE POSITIVE,1.120646438,1.7664,322.5,1.182,45.7,89.35,2783.0,14127.22,0.0251,42.49,0.202822,4972.0,3.449,4.034,1.668,0.36,13.695,0.06207
K02003.01,FALSE POSITIVE,8.48031229,7.105,351.1,0.951,37.3,2.58,952.0,193.86,0.0809,74.43,0.021887,5910.0,4.364,1.078,0.982,-0.08,14.613,0.01171
K02008.01,FALSE POSITIVE,24.4851178,4.642,263.8,0.987,10.9,7.14,1179.0,456.64,0.1857,84.73,0.021816,6655.0,3.638,2.995,1.42,-0.58,10.8,0.03911
K02014.01,FALSE POSITIVE,2.466070972,1.9559,704.5,1.223,42.6,24.3,1260.0,595.8,0.0353,64.63,0.251698,5708.0,4.529,0.884,0.963,-0.04,15.601,0.07227
K02015.01,FALSE POSITIVE,5.73865933,4.051,688.6,0.966,40.1,1.84,535.0,19.33,0.0511,76.38,0.033126,3841.0,4.756,0.509,0.538,-0.1,15.51,0.0396
K02027.01,FALSE POSITIVE,3.635723653,2.1862,80.0,0.677,43.1,1.23,1478.0,1126.72,0.0476,85.93,0.008702,6422.0,4.249,1.295,1.082,-0.24,11.826,1.24188
K02030.01,FALSE POSITIVE,1.664980224,1.7455,230.8,0.987,47.6,3.68,1921.0,3223.3,0.0277,62.99,0.021495,5792.0,4.058,1.567,1.024,-0.04,13.831,0.06998
K02041.01,FALSE POSITIVE,1.5259105,3.114,83.9,0.986,14.3,2.63,2545.0,9917.8,0.0278,40.75,0.011494,6640.0,3.884,2.099,1.231,-0.46,12.203,0.01793
K02048.02,FALSE POSITIVE,99.673478,0.968,2496.0,11.6846,12.6,576.14,262.0,1.11,0.3403,89.38,10.723516,4932.0,4.777,0.492,0.528,-2.5,15.801,807.69989
K02050.01,FALSE POSITIVE,75.3787816,5.268,387.7,0.046,30.1,1.6,360.0,3.97,0.3235,89.98,0.017463,5061.0,4.488,0.841,0.793,0.1,12.218,4.56797
K02054.01,FALSE POSITIVE,22.32423657,3.669,1299.3,0.965,29.9,4.56,611.0,32.87,0.1518,87.06,0.045771,5648.0,4.489,0.912,0.934,-0.02,15.612,0.2514
K02070.01,FALSE POSITIVE,1.791406261,2.8159,345.5,1.008,60.7,4.51,1579.0,1466.9,0.0298,51.19,0.040184,6092.0,4.453,1.028,1.091,0.0,14.574,0.02454
K02077.01,FALSE POSITIVE,1.25483232,2.67,117.6,0.547,11.4,2.89,2748.0,13493.55,0.0252,79.96,0.010278,6168.0,3.75,2.572,1.358,-0.16,13.298,0.37104
K02081.02,FALSE POSITIVE,589.17968,10.2,253.4,0.0431,7.7,4.91,330.0,2.82,1.5755,89.95,0.014263,5295.0,3.617,3.152,1.501,0.02,13.439,4.87721
K02085.01,FALSE POSITIVE,5.71483873,2.748,286.2,0.134,18.0,1.26,842.0,118.73,0.0559,89.52,0.015242,5193.0,4.535,0.755,0.713,-0.36,14.167,2.37226
K02088.01,FALSE POSITIVE,2.63009438,11.226,388.9,1.195,69.4,25.55,1480.0,1135.97,0.0389,18.9,0.21442,6338.0,4.418,1.091,1.137,-0.1,14.651,0.00551
K02089.01,FALSE POSITIVE,9.40527028,2.076,470.9,1.212,20.7,25.39,938.0,182.72,0.0888,81.35,0.233462,6347.0,4.464,0.996,1.053,-0.34,14.685,0.11192
K02112.01,FALSE POSITIVE,4.15713766,1.808,77.0,0.121,9.2,1.17,1401.0,908.82,0.055,89.6,0.008098,6470.0,4.301,1.324,1.281,0.12,12.28,5.95466
K02118.01,FALSE POSITIVE,3.2136904,2.205,55.8,0.57,19.2,1.22,1591.0,1515.7,0.0464,86.48,0.007099,6184.0,4.151,1.579,1.289,0.18,12.618,1.46278
K02127.01,FALSE POSITIVE,2.87066026,1.541,450.8,0.286,13.2,1.72,1196.0,484.17,0.0378,88.82,0.019741,5910.0,4.578,0.796,0.875,-0.52,15.413,6.21802
K02128.01,FALSE POSITIVE,24.2598301,3.897,1540.3,1.244,26.3,25.42,547.0,21.13,0.1576,85.57,0.289221,5485.0,4.574,0.805,0.891,-0.12,15.962,0.13419
K02133.02,FALSE POSITIVE,43.501748,10.755,167.1,0.909,9.5,10.1,996.0,232.53,0.2587,86.27,0.01487,4604.0,2.936,6.221,1.218,0.3,12.495,0.02719
K02136.01,FALSE POSITIVE,1.728528176,3.682,197.6,0.787,26.2,5.07,2720.0,12977.86,0.0326,71.32,0.014151,6153.0,3.597,3.279,1.55,-0.12,12.99,0.09372
K02139.01,FALSE POSITIVE,4.27121961,2.9283,966.7,0.636,38.0,2.17,802.0,97.84,0.0448,85.97,0.029689,4702.0,4.602,0.67,0.654,-0.3,15.938,0.77078
K02142.01,FALSE POSITIVE,1.877350712,1.7478,185.6,0.297,23.1,1.46,1650.0,1755.2,0.0308,87.86,0.012667,6382.0,4.432,1.059,1.104,-0.22,14.688,2.71676
K02151.01,FALSE POSITIVE,7.47763833,2.5693,110.0,0.012,26.2,2.05,1346.0,776.56,0.0744,89.97,0.009635,5957.0,3.849,1.953,0.983,-0.62,11.539,3.82983
K02157.01,FALSE POSITIVE,2.11552348,6.712,359.2,1.187,28.9,21.43,1398.0,900.64,0.033,24.22,0.206384,5900.0,4.509,0.951,1.065,0.07,15.897,0.00932
K02159.02,FALSE POSITIVE,2.392630668,1.3705,101.5,0.909,20.5,1.33,1418.0,955.41,0.0345,81.24,0.011196,5716.0,4.343,1.091,0.955,0.04,13.482,0.70358
K02161.01,FALSE POSITIVE,2.84573962,7.28,211.7,0.656,83.9,3.63,1829.0,2645.94,0.0426,74.42,0.014011,5557.0,3.792,2.372,1.271,-0.02,13.591,0.03403
K02165.01,FALSE POSITIVE,7.01476115,3.945,122.1,0.687,27.5,1.02,928.0,175.85,0.0686,86.1,0.01076,5912.0,4.501,0.87,0.875,-0.44,13.601,0.3958
K02170.01,FALSE POSITIVE,0.941603153,1.1886,462.1,0.93,46.2,2.29,1608.0,1575.78,0.0173,70.43,0.025036,5237.0,4.481,0.837,0.774,-0.12,14.834,0.45712
K02176.01,FALSE POSITIVE,24.40213373,12.57,,,,,,,,,,,,,,,13.424,
K02178.01,FALSE POSITIVE,6.49676881,2.527,135.0,0.643,10.6,3.74,1761.0,2273.36,0.0788,87.6,0.011218,6418.0,3.658,3.049,1.541,-0.14,12.396,1.61822
K02184.01,FALSE POSITIVE,2.057499811,2.569,325.6,0.004,23.6,1.27,1037.0,273.84,0.0284,89.96,0.01583,4620.0,4.564,0.736,0.723,0.12,15.504,1.08729
K02187.01,FALSE POSITIVE,10.5856758,4.911,178.7,0.474,8.1,1.49,912.0,163.41,0.0997,88.16,0.012533,6246.0,4.433,1.092,1.18,0.07,13.748,0.542
K02188.01,FALSE POSITIVE,2.69633621,5.238,238.6,1.141,26.5,15.78,1334.0,749.66,0.0376,33.49,0.156523,6106.0,4.496,0.923,0.974,-0.34,15.319,0.00666
K02190.01,FALSE POSITIVE,11.2580745,23.516,713.3,0.955,55.4,2.14,497.0,14.44,0.0836,56.93,0.033455,4257.0,4.691,0.586,0.623,-0.2,15.83,0.0008
K02192.01,FALSE POSITIVE,1.541350116,3.29,378.0,0.272,51.7,1.5,1273.0,619.14,0.025,85.63,0.017486,5150.0,4.59,0.784,0.878,0.12,15.316,0.36089
K02196.01,FALSE POSITIVE,1.205412526,1.537,109.2,1.092,17.2,12.6,1988.0,3681.8,0.0219,40.58,0.102818,6292.0,4.32,1.122,0.959,-0.46,13.064,0.03868
K02197.01,FALSE POSITIVE,1.710316235,3.614,409.4,1.174,31.2,23.38,1647.0,1740.08,0.0297,35.02,0.19531,6147.0,4.435,1.096,1.193,0.21,15.961,0.01905
K02201.01,FALSE POSITIVE,116.5214317,5.577,771.5,1.26,25.0,44.41,457.0,10.33,0.4817,88.32,0.288236,6056.0,4.179,1.411,1.096,0.0,13.806,0.10988
K02203.01,FALSE POSITIVE,1.99042642,3.083,133.8,0.067,25.3,1.17,1539.0,1327.48,0.0317,89.23,0.010627,6198.0,4.464,1.005,1.072,-0.16,14.349,0.59978
K02203.02,FALSE POSITIVE,172.178768,1.19,501.0,0.2431,4.7,2.29,349.0,3.51,0.621,89.95,0.020762,6208.0,4.462,1.009,1.072,-0.16,14.349,839.05347
K02207.01,FALSE POSITIVE,67.230028,25.01,379.1,0.938,39.5,2.44,482.0,12.79,0.3222,83.57,0.02202,6157.0,4.418,1.016,0.985,-0.3,14.548,0.00246
K02211.01,FALSE POSITIVE,0.805259637,0.9779,341.8,0.332,50.2,1.93,2115.0,4732.34,0.0174,86.87,0.017291,6257.0,4.454,1.022,1.079,-0.18,14.633,6.56755
K02215.01,FALSE POSITIVE,22.0425953,61.2018,348.0,1.191,90.4,28.78,760.0,78.85,0.1515,25.78,0.209167,5974.0,4.216,1.26,0.953,-0.24,12.999,9e-05
K02228.01,FALSE POSITIVE,102.653705,53.5887,687.3,1.184,82.1,39.16,562.0,23.66,0.4703,72.52,0.211178,6711.0,4.097,1.698,1.32,-0.24,12.678,0.00011
K02230.01,FALSE POSITIVE,0.987338654,2.591,26.5,0.002,25.0,0.98,2669.0,11973.87,0.0203,89.97,0.004734,6258.0,3.939,1.896,1.14,-0.3,11.511,0.51502
K02231.01,FALSE POSITIVE,2.464160779,2.427,116.7,1.169,27.3,36.93,1709.0,2018.62,0.0344,46.24,0.179594,5238.0,3.84,1.883,0.894,-0.32,13.145,0.01505
K02233.01,FALSE POSITIVE,1.811460943,5.065,428.5,0.971,83.9,2.83,1508.0,1224.37,0.028,43.48,0.025677,5700.0,4.382,1.008,0.894,-0.12,14.674,0.01383
K02234.01,FALSE POSITIVE,2.35197616,5.304,268.0,1.177,31.7,21.19,1444.0,1025.78,0.0354,29.64,0.193452,6147.0,4.463,1.003,1.064,-0.12,15.347,0.0085
K02235.01,FALSE POSITIVE,0.861643331,2.4318,232.5,0.994,41.7,1.88,1613.0,1599.85,0.0156,34.79,0.025042,5506.0,4.596,0.688,0.682,-0.9,14.614,0.04521
K02239.01,FALSE POSITIVE,12.1097626,10.174,113.9,0.981,28.2,1.09,681.0,50.68,0.0918,67.24,0.013495,5437.0,4.547,0.739,0.701,-0.64,13.007,0.0021
K02240.01,FALSE POSITIVE,63.909601,11.85,143.0,0.0578,6.1,0.76,351.0,3.57,0.2782,89.95,0.010801,5227.0,4.668,0.643,0.701,-0.68,14.746,0.33341
K02244.01,FALSE POSITIVE,19.7352868,5.097,319.4,1.417,17.1,49.24,743.0,72.08,0.1475,76.73,0.431539,6329.0,4.44,1.045,1.095,-0.2,14.689,0.01144
K02249.01,FALSE POSITIVE,13.37935853,8.809,353.5,0.974,36.2,6.65,1395.0,896.56,0.1226,74.91,0.022549,6739.0,3.712,2.702,1.371,-0.56,12.301,0.00554
K02251.01,FALSE POSITIVE,13.26255423,4.65,916.4,0.943,31.4,3.55,766.0,81.56,0.1105,84.21,0.03481,5973.0,4.506,0.935,1.024,-0.1,15.38,0.08783
K02254.01,FALSE POSITIVE,20.5696575,4.263,401.5,1.298,22.2,28.96,650.0,42.09,0.1437,80.79,0.316474,6098.0,4.562,0.838,0.938,-0.5,14.659,0.02385
K02258.01,FALSE POSITIVE,4.52342256,2.531,219.0,0.757,15.9,1.7,1195.0,482.25,0.0556,85.31,0.014736,6211.0,4.437,1.058,1.117,-0.04,15.146,0.7353
K02262.01,FALSE POSITIVE,9.94221873,2.453,486.5,1.171,12.6,19.64,754.0,76.56,0.0852,81.27,0.196178,5213.0,4.434,0.917,0.832,0.14,14.129,0.08771
K02265.01,FALSE POSITIVE,2.97600846,4.274,103.2,0.715,25.9,2.27,1892.0,3034.68,0.0437,79.4,0.009965,6208.0,3.898,2.088,1.256,-0.1,13.4,0.12518
K02267.01,FALSE POSITIVE,9.06557317,1.6208,243.4,0.432,24.9,1.46,880.0,141.9,0.0849,89.37,0.01461,6075.0,4.51,0.916,0.991,-0.28,14.005,13.89039
K02268.01,FALSE POSITIVE,4.9432827,40.01,27.1,0.5719,12.9,1.21,1739.0,2161.95,0.0646,59.01,0.004963,6701.0,3.907,2.236,1.472,-0.2,11.833,0.00105
K02269.01,FALSE POSITIVE,0.614083885,0.9817,389.5,0.106,36.4,2.55,2603.0,10827.22,0.0156,88.76,0.01832,6521.0,4.352,1.276,1.334,0.21,15.177,5.8184
K02270.01,FALSE POSITIVE,7.35390869,2.061,92.9,0.375,11.1,2.29,1483.0,1141.53,0.084,89.16,0.008993,6385.0,3.868,2.327,1.458,-0.04,12.865,5.83141
K02275.01,FALSE POSITIVE,15.7455586,13.877,161.1,0.889,37.6,1.41,743.0,71.98,0.1242,78.15,0.013595,6089.0,4.495,0.95,1.031,-0.18,13.276,0.00618
K02277.01,FALSE POSITIVE,2.62982665,6.213,126.4,1.077,24.6,17.88,1968.0,3542.64,0.0418,26.24,0.088706,6712.0,4.053,1.846,1.411,-0.1,13.395,0.00473
K02283.01,FALSE POSITIVE,17.40208965,3.745,616.5,1.216,20.9,16.37,422.0,7.49,0.1129,82.56,0.243775,4098.0,4.662,0.615,0.634,0.08,15.245,0.05164
K02284.01,FALSE POSITIVE,2.69787749,1.915,116.8,0.53,8.3,1.5,1512.0,1235.14,0.0361,86.73,0.010174,5609.0,4.114,1.348,0.862,-0.22,13.265,2.07822
K02292.01,FALSE POSITIVE,5.23340265,3.242,242.1,0.366,12.7,1.15,851.0,124.02,0.0552,88.2,0.014219,5266.0,4.611,0.741,0.83,-0.22,15.516,1.10126
K02301.01,FALSE POSITIVE,3.51289168,3.313,131.0,0.373,27.3,1.12,1161.0,429.42,0.0432,87.2,0.010499,5523.0,4.395,0.981,0.871,-0.02,13.76,0.6825
K02306.01,FALSE POSITIVE,0.512407185,1.0579,329.2,0.301,46.1,1.03,1255.0,583.45,0.0104,85.27,0.016697,3862.0,4.69,0.563,0.566,0.08,14.78,3.5035
K02307.01,FALSE POSITIVE,4.150297119,1.2058,593.4,0.971,24.2,3.03,981.0,218.44,0.0486,83.98,0.032359,5290.0,4.519,0.858,0.887,0.14,14.854,0.87263
K02320.01,FALSE POSITIVE,2.03743942,3.103,112.5,0.102,16.0,0.82,1299.0,673.94,0.0295,88.85,0.009757,5751.0,4.577,0.774,0.826,-0.52,15.047,0.59528
K02322.01,FALSE POSITIVE,332.74984,14.77,518.1,0.1296,8.7,2.55,302.0,1.97,0.9616,89.95,0.02098,6372.0,4.375,1.112,1.063,-0.2,15.487,0.90434
K02326.01,FALSE POSITIVE,45.60304785,8.35,,,,,,,,,,,,,,,15.206,
K02330.01,FALSE POSITIVE,2.4681015,2.83,172.8,0.689,22.1,1.22,1244.0,564.74,0.0334,82.1,0.012797,5516.0,4.466,0.872,0.811,-0.24,14.874,0.39112
K02334.01,FALSE POSITIVE,12.53449909,6.02,,,,,,,,,,,,,,,15.725,
K02336.01,FALSE POSITIVE,5.33459393,2.642,226.3,0.158,14.7,0.79,627.0,36.55,0.0482,89.41,0.01362,4275.0,4.704,0.533,0.525,-0.76,14.853,2.45484
K02341.01,FALSE POSITIVE,0.990516282,2.019,101.6,0.989,20.4,3.52,2841.0,15469.83,0.0206,40.53,0.013418,5975.0,3.755,2.399,1.194,-0.38,13.405,0.04243
K02342.02,FALSE POSITIVE,354.78194,6.46,193.0,1.17,7.7,30.53,325.0,2.62,0.947,89.1,0.183356,5798.0,4.025,1.525,0.899,-0.4,13.037,0.06188
K02349.01,FALSE POSITIVE,215.15218,19.97,264.2,0.2999,6.7,1.36,287.0,1.61,0.6824,89.95,0.014999,5914.0,4.563,0.828,0.913,-0.38,15.075,0.208
K02359.01,FALSE POSITIVE,3.17275711,5.404,313.2,0.03,30.1,1.27,966.0,206.07,0.0394,89.63,0.015736,5058.0,4.61,0.739,0.827,-0.04,15.936,0.18199
K02360.01,FALSE POSITIVE,2.30367952,3.0898,136.4,0.964,18.9,1.3,1384.0,866.21,0.0337,61.68,0.01379,6191.0,4.546,0.865,0.961,-0.5,15.206,0.02996
K02360.02,FALSE POSITIVE,1.1518407,2.53,,,,,,,,,,,,,,,15.206,
K02362.01,FALSE POSITIVE,2.237180102,1.4734,493.8,0.374,23.3,1.75,1134.0,390.02,0.031,88.06,0.020266,5080.0,4.538,0.793,0.792,0.0,15.938,5.07443
K02375.01,FALSE POSITIVE,40.8792243,7.005,413.6,0.79,23.4,1.62,437.0,8.59,0.2129,88.43,0.020582,5383.0,4.609,0.72,0.769,-0.44,14.923,0.27112
K02379.01,FALSE POSITIVE,40.0088894,3.616,582.3,1.16,20.2,20.75,585.0,27.65,0.2264,86.83,0.185777,6237.0,4.403,1.023,0.964,-0.42,15.04,0.10868
K02381.01,FALSE POSITIVE,6.58738839,4.758,258.5,0.523,15.7,1.35,871.0,136.02,0.0665,86.75,0.015075,5616.0,4.564,0.822,0.907,-0.16,15.575,0.34241
K02382.01,FALSE POSITIVE,0.759706632,1.0896,39.7,0.52,21.6,1.38,3834.0,51080.76,0.0206,83.57,0.006034,8621.0,4.101,2.094,2.018,0.07,12.438,3.28262
K02385.01,FALSE POSITIVE,50.5715805,3.726,1282.6,0.074,19.9,2.74,406.0,6.44,0.2556,89.96,0.032084,5262.0,4.59,0.783,0.875,-0.02,15.812,8.998
K02388.01,FALSE POSITIVE,6.0959841,10.39,112.7,0.657,29.2,0.99,988.0,225.07,0.0599,79.27,0.010253,5826.0,4.43,0.885,0.767,-0.66,14.104,0.02238
K02391.01,FALSE POSITIVE,0.93374232,6.552,351.4,1.188,49.1,18.29,1638.0,1706.25,0.018,12.9,0.207803,5553.0,4.577,0.806,0.903,-0.16,15.239,0.03931
K02394.01,FALSE POSITIVE,134.76308997,8.77,,,,,,,,,,,,,,,14.922,
K02395.01,FALSE POSITIVE,16.9329284,1.218,488.3,0.319,20.4,2.46,793.0,93.34,0.135,89.82,0.020585,6310.0,4.417,1.095,1.143,-0.06,14.779,71.99583
K02396.01,FALSE POSITIVE,0.495434094,1.2496,287.9,0.009,57.2,1.57,2151.0,5088.43,0.012,89.83,0.015358,5529.0,4.471,0.936,0.945,0.14,14.672,2.36749
K02398.01,FALSE POSITIVE,1.169010526,1.1717,165.9,1.13,37.1,91.91,3766.0,47688.8,0.0283,50.49,0.143947,5944.0,3.25,5.847,2.214,0.36,13.579,0.07752
K02404.02,FALSE POSITIVE,5.2438528,10.539,135.8,0.583,17.8,1.11,1016.0,251.99,0.0585,79.6,0.011058,5815.0,4.5,0.918,0.974,-0.08,15.656,0.02316
K02405.01,FALSE POSITIVE,0.872952088,1.4499,137.3,1.1,41.6,25.5,3165.0,23715.46,0.0204,34.75,0.112178,7102.0,3.972,2.082,1.48,-0.28,12.335,0.05956
K02410.01,FALSE POSITIVE,186.65435483,10.51,,,,,,,,,,,,,,,15.141,
K02410.02,FALSE POSITIVE,86.59322294,7.98,,,,,,,,,,,,,,,15.141,
K02412.01,FALSE POSITIVE,2.493237866,2.644,259.2,0.975,20.7,9.48,2241.0,5975.48,0.04,66.07,0.021013,5002.0,3.344,4.131,1.375,-0.06,13.962,0.04224
K02425.01,FALSE POSITIVE,3.51295674,3.06,83.1,0.499,22.5,1.1,1434.0,999.6,0.0461,86.29,0.008609,6453.0,4.326,1.17,1.053,-0.28,13.51,0.70464
K02427.01,FALSE POSITIVE,2.93101771,2.231,199.1,0.523,15.0,1.15,1134.0,390.28,0.0359,86.57,0.013311,5485.0,4.5,0.788,0.716,-0.56,15.484,1.47235
K02428.01,FALSE POSITIVE,16.2276756,3.699,525.8,0.633,20.5,2.11,648.0,41.57,0.1163,88.65,0.021927,5328.0,4.447,0.883,0.796,-0.1,15.388,1.39845
K02429.01,FALSE POSITIVE,1.595630597,1.793,259.6,1.21,18.3,17.94,1346.0,778.05,0.0248,47.66,0.22532,5632.0,4.616,0.729,0.816,-0.56,15.112,0.04305
K02430.01,FALSE POSITIVE,10.21507506,3.395,258.6,0.1,17.4,1.5,780.0,87.48,0.0888,89.75,0.014437,5406.0,4.433,0.95,0.893,0.14,14.338,2.26739
K02431.01,FALSE POSITIVE,8.3806973,3.028,650.8,0.5317,4.6,1.91,701.0,57.04,0.0746,88.24,0.023783,5062.0,4.601,0.735,0.789,-0.12,15.97,1.70818
K02432.02,FALSE POSITIVE,93.6273251,1.92,,,,,,,,,,,,,,,15.956,
K02433.05,FALSE POSITIVE,0.646745436,1.188,115.6,0.942,14.3,1.49,2373.0,7468.24,0.0154,58.91,0.012277,6325.0,4.409,1.112,1.157,-0.04,15.212,0.27412
K02434.01,FALSE POSITIVE,40.8777605,9.745,719.1,1.262,23.6,29.55,526.0,18.15,0.2314,81.49,0.288798,5930.0,4.489,0.937,0.988,-0.14,15.59,0.00701
K02435.01,FALSE POSITIVE,6.80243431,3.817,249.1,1.0,14.9,2.6,895.0,151.72,0.0675,73.27,0.029185,5836.0,4.561,0.816,0.884,-0.4,15.188,0.01712
K02438.01,FALSE POSITIVE,1.958577398,2.388,453.0,0.59,24.5,1.8,1252.0,579.19,0.0296,83.57,0.020167,5402.0,4.568,0.816,0.901,0.0,15.902,0.72208
K02441.01,FALSE POSITIVE,4.79176993,4.52,116.6,0.372,23.0,0.81,883.0,143.74,0.0498,87.21,0.009839,5138.0,4.536,0.756,0.717,-0.3,14.287,0.36639
